Category,totalNumberOfApps,appsNotAnalyzedBecauseOfErrors,numberOfDetectedJavaProtectionsWithLibraries,numberOfDetectedJavaProtectionsWithoutLibraries,numberOfDetectedNativeProtections,numberOfAppsImplementingAtLeastOneProtectionCounterByCategory,numberOfAppsImplementingAtLeastOneJavaProtectionCounterByCategoryWithLibraries,numberOfAppsImplementingAtLeastOneJavaProtectionCounterByCategoryWithoutLibraries,numberOfAppsImplementingAtLeastOneNativeProtectionCounterByCategory,numberOfAppsImplementingOnlyNativeProtectionsCounterByCategoryWithLibraries,numberOfAppsImplementingOnlyNativeProtectionsCounterByCategoryWithoutLibraries,numberOfAppsImplementingNativeAndJavaWithLibrariesProtectionCounterByCategory,numberOfAppsImplementingNativeAndJavaWithoutLibrariesProtectionCounterByCategory,numberOfAppsImplementingOnlyJavaWithLibrariesProtectionCounterByCategory,numberOfAppsImplementingOnlyJavaWithoutLibrariesProtectionCounterByCategory,percentageWithoutWithLibraries,percentageOfAppsWithAtLeastOneProtectionOnAllApps,percentageOfAppsWithAtLeastOneProtectionWithLibrariesOnAllApps,percentageOfAppsWithAtLeastOneProtectionWithoutLibrariesOnAllApps,percentageOfAppsWithAtLeastOneProtectionNativeOnAllApps,percentageOfAppsWithOnlyNativeProtectionWithLibrariesOnAllApps,percentageOfAppsWithOnlyNativeProtectionWithoutLibrariesOnAllApps,percentageOfAppsWithNativeAndJavaProtectionWithLibrariesOnAllApps,percentageOfAppsWithNativeAndJavaProtectionWithoutLibrariesOnAllApps,percentageOfAppsWithOnlyJavaProtectionWithLibrariesOnAllApps,percentageOfAppsWithOnlyJavaProtectionWithoutLibrariesOnAllApps,averageNumberOfProtectionPerAppsWithLibrariesOnAllApps,averageNumberOfProtectionPerAppsWithoutLibrariesOnAllApps,averageNumberOfNativeProtectionPerAppsOnAllApps,averageNumberOfProtectionPerAppsWithLibrariesOnAppsImplementingAtLeastOneProtection,averageNumberOfProtectionPerAppsWithoutLibrariesOnAppsImplementingAtLeastOneProtection,averageNumberOfNativeProtectionPerAppsOnAppsImplementingAtLeastOneProtection,mostImplementedProtectionWithLibrariesOnAllApps_name,mostImplementedProtectionWithLibrariesOnAllAppspercentage,mostImplementedProtectionWithoutLibrariesOnAllApps_name,mostImplementedProtectionWithoutLibrariesOnAllAppspercentage,mostImplementedProtectionNativeOnAllApps_name,mostImplementedProtectionNativeOnAllAppspercentage
ANDROID_WEAR,236.0,NA,720.0,255.0,4.0,226.0,226.0,118.0,4.0,0.0,1.0,4.0,3.0,222.0,115.0,35.41666666666667,95.76271186440678,95.76271186440678,50.0,1.694915254237288,0.0,0.423728813559322,1.694915254237288,1.2711864406779663,94.0677966101695,48.728813559322035,3.0508474576271185,1.0805084745762712,0.01694915254237288,3.185840707964602,2.1610169491525424,1.0
COMICS,242.0,NA,368.0,91.0,0.0,167.0,167.0,65.0,0.0,0.0,0.0,0.0,0.0,167.0,65.0,24.728260869565215,69.00826446280992,69.00826446280992,26.859504132231404,0.0,0.0,0.0,0.0,0.0,69.00826446280992,26.859504132231404,1.5206611570247934,0.3760330578512397,0.0,2.2035928143712575,1.4,0
FINANCE,324.0,NA,651.0,156.0,8.0,260.0,260.0,94.0,8.0,0.0,5.0,8.0,3.0,252.0,91.0,23.963133640552993,80.24691358024691,80.24691358024691,29.01234567901235,2.4691358024691357,0.0,1.5432098765432098,2.4691358024691357,0.9259259259259258,77.77777777777779,28.08641975308642,2.009259259259259,0.48148148148148145,0.024691358024691357,2.503846153846154,1.6595744680851063,1.0
MEDIA_AND_VIDEO,344.0,NA,760.0,164.0,6.0,290.0,290.0,103.0,6.0,0.0,3.0,6.0,3.0,284.0,100.0,21.578947368421055,84.30232558139535,84.30232558139535,29.941860465116278,1.744186046511628,0.0,0.872093023255814,1.744186046511628,0.872093023255814,82.55813953488372,29.069767441860467,2.2093023255813953,0.47674418604651164,0.01744186046511628,2.6206896551724137,1.5922330097087378,1.0
PHOTOGRAPHY,386.0,NA,1038.0,259.0,2.0,359.0,359.0,156.0,2.0,0.0,0.0,2.0,2.0,357.0,154.0,24.951830443159924,93.00518134715026,93.00518134715026,40.41450777202073,0.5181347150259068,0.0,0.0,0.5181347150259068,0.5181347150259068,92.48704663212435,39.89637305699482,2.6891191709844557,0.6709844559585493,0.0051813471502590676,2.8913649025069637,1.6602564102564104,1.0
TOOLS,390.0,NA,870.0,272.0,0.0,332.0,332.0,144.0,0.0,0.0,0.0,0.0,0.0,332.0,144.0,31.264367816091955,85.12820512820512,85.12820512820512,36.92307692307693,0.0,0.0,0.0,0.0,0.0,85.12820512820512,36.92307692307693,2.230769230769231,0.6974358974358974,0.0,2.6204819277108435,1.8888888888888888,0
APP_WALLPAPER,486.0,NA,1250.0,392.0,4.0,452.0,452.0,262.0,4.0,0.0,1.0,4.0,3.0,448.0,259.0,31.36,93.00411522633745,93.00411522633745,53.90946502057613,0.823045267489712,0.0,0.205761316872428,0.823045267489712,0.6172839506172839,92.18106995884774,53.29218106995884,2.57201646090535,0.8065843621399177,0.00823045267489712,2.765486725663717,1.4961832061068703,1.0
COMMUNICATION,378.0,NA,764.0,214.0,10.0,297.0,296.0,133.0,10.0,1.0,5.0,9.0,5.0,287.0,128.0,28.01047120418848,78.57142857142857,78.3068783068783,35.18518518518518,2.6455026455026456,0.26455026455026454,1.3227513227513228,2.380952380952381,1.3227513227513228,75.92592592592592,33.86243386243386,2.0211640211640214,0.5661375661375662,0.026455026455026454,2.581081081081081,1.6090225563909775,1.0
GAME,172.0,NA,440.0,171.0,7.0,167.0,167.0,118.0,7.0,0.0,1.0,7.0,6.0,160.0,112.0,38.86363636363636,97.09302325581395,97.09302325581395,68.6046511627907,4.069767441860465,0.0,0.5813953488372093,4.069767441860465,3.488372093023256,93.02325581395348,65.11627906976744,2.558139534883721,0.9941860465116279,0.040697674418604654,2.6347305389221556,1.4491525423728813,1.0
MEDICAL,371.0,NA,593.0,124.0,6.0,263.0,258.0,69.0,6.0,5.0,6.0,1.0,0.0,257.0,69.0,20.9106239460371,70.88948787061994,69.54177897574124,18.598382749326145,1.6172506738544474,1.3477088948787064,1.6172506738544474,0.2695417789757413,0.0,69.2722371967655,18.598382749326145,1.5983827493261455,0.33423180592991913,0.016172506738544475,2.298449612403101,1.7971014492753623,1.0
